title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
"2bdrm Block of Flats in Eliparawo Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,680.0,2.0,2.0,Semi-Furnished
"1bdrm Block of Flats in Omachi Rumuodomaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,50000000.0,enterprise,340.0,1.0,1.0,Semi-Furnished
"Furnished 4bdrm Duplex in Golf Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,420.0,4.0,5.0,Furnished
"4bdrm Duplex in Doxa Estate Peter, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,460.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),230000000.0,enterprise,450.0,4.0,5.0,Unfurnished
"4bdrm Duplex in In An Estate, for sale","Katampe, Katampe Extension",Katampe Extension,Katampe,750000000.0,enterprise,500.0,4.0,5.0,Unfurnished
5bdrm Duplex in Wuye Abuja for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),1200000000.0,enterprise,500.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Asokoro Main By for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1500000000.0,enterprise,800.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1170000000.0,enterprise,600.0,5.0,6.0,Semi-Furnished
"6bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,850.0,6.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Katampe for sale,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),400000000.0,enterprise,,4.0,5.0,Furnished
"7bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,1050.0,7.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Woji, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,420.0,4.0,4.0,Furnished
"3bdrm Bungalow in Majesty Estate Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,350.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Harmony Estates for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,350000000.0,enterprise,569.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,480000000.0,enterprise,496.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Gas Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,280000000.0,enterprise,698.0,5.0,5.0,Semi-Furnished
"Furnished 5bdrm Duplex in Alajih Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,300000000.0,enterprise,1395.0,5.0,5.0,Furnished
"2bdrm Apartment in Elelenwo, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,38000000.0,enterprise,1956.0,2.0,2.0,Semi-Furnished
"Furnished 5bdrm Mansion in Woji Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,280000000.0,enterprise,1380.0,5.0,5.0,Furnished
"Furnished 5bdrm Duplex in Radio Estate Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,920.0,5.0,5.0,Furnished
"3bdrm Duplex in Somitel Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,320.0,3.0,3.0,Semi-Furnished
"Furnished 3bdrm Duplex in Rumuigbo, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,450.0,3.0,3.0,Furnished
"4bdrm Bungalow in Army Range Eneka P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
"Furnished 2bdrm Block of Flats in Road 2 Estate Off, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,2.0,3.0,Furnished
"3bdrm Bungalow in Along Voice Of, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),120000000.0,enterprise,900.0,3.0,4.0,Unfurnished
3bdrm Bungalow in Fha Lugbe. for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),130000000.0,enterprise,950.0,3.0,4.0,Unfurnished
"6bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),450000000.0,enterprise,800.0,6.0,5.0,Semi-Furnished
Furnished 5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1000000000.0,enterprise,1200.0,5.0,5.0,Furnished
"6bdrm Duplex in Efab Metropolis, Karsana for sale","Gwagwa, Karsana",Karsana,Gwagwa,520000000.0,enterprise,1000.0,6.0,7.0,Semi-Furnished
5bdrm Duplex in Efab Metropolis for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),370000000.0,enterprise,750.0,5.0,5.0,Unfurnished
Furnished 6bdrm Duplex in Maitama Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),3500000000.0,enterprise,1500.0,6.0,5.0,Furnished
"Furnished 4bdrm Duplex in Elejiji Adani Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,460.0,4.0,4.0,Furnished
"4bdrm Duplex in Rumuibekwe Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,160000000.0,enterprise,410.0,4.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Cedarwood Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,468.0,4.0,4.0,Furnished
"4bdrm Bungalow in Rumuodomaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,498.0,4.0,4.0,Semi-Furnished
"2bdrm Bungalow in Rumuhalu Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,55000000.0,enterprise,450.0,2.0,3.0,Semi-Furnished
"2bdrm Block of Flats in Rumukwurushi New, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,580.0,2.0,2.0,Semi-Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),500000000.0,enterprise,2500.0,5.0,5.0,Semi-Furnished
6bdrm Duplex in Efab Metropolis for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),400000000.0,enterprise,800.0,6.0,5.0,Unfurnished
"3bdrm Apartment in Fha Estate, Guzape for sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),250000000.0,enterprise,2000.0,3.0,4.0,Semi-Furnished
9bdrm Duplex in Maitama for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),8500000000.0,enterprise,2000.0,9.0,5.0,Semi-Furnished
"8bdrm Duplex in Army Reng Off Eneka, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,986.0,8.0,8.0,Unfurnished
"4bdrm Duplex in Peter Odili P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,270000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
"4bdrm Bungalow in Rumuoke Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,1162.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Elimgbu Off Tanks, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,140000000.0,enterprise,789.0,2.0,2.0,Semi-Furnished
"6bdrm Duplex in Majesty Estate Off, Shell Location for sale","Port-Harcourt, Shell Location",Shell Location,Port-Harcourt,250000000.0,enterprise,465.0,6.0,6.0,Semi-Furnished
"Furnished 4bdrm Duplex in Royal Estate Peter, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,759.0,4.0,5.0,Furnished
8bdrm Duplex in Old Gra Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,550000000.0,enterprise,988.0,8.0,8.0,Semi-Furnished
"2bdrm Block of Flats in Aparalink Off Nta Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,580.0,2.0,2.0,Semi-Furnished
"Furnished 2bdrm Block of Flats in Off Nta Rd Laritel, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,500.0,2.0,3.0,Furnished
"4bdrm Duplex in Palm Height, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),135000000.0,enterprise,350.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in Kings Park Estate, Kaura for sale","Abuja (FCT), Kaura",Kaura,Abuja (FCT),400000000.0,enterprise,800.0,5.0,6.0,Unfurnished
"4bdrm Duplex in Tayyib Homes, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),165000000.0,enterprise,288.0,4.0,5.0,Unfurnished
"3bdrm Bungalow in Forte Royal Estate, for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),150000000.0,enterprise,600.0,3.0,4.0,Unfurnished
8bdrm Duplex in Maitama Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),3000000000.0,enterprise,2000.0,8.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Fo1 Kubwa Abuja for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),255000000.0,enterprise,600.0,4.0,5.0,Furnished
5bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),400000000.0,enterprise,1800.0,5.0,6.0,Semi-Furnished
"3bdrm Bungalow in Efab Queens Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,550.0,3.0,4.0,Semi-Furnished
"5bdrm Duplex in Diplomatic Zone, Katampe Extension for sale","Katampe, Katampe Extension",Katampe Extension,Katampe,1200000000.0,enterprise,800.0,5.0,5.0,Semi-Furnished
6bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,450000000.0,enterprise,1200.0,6.0,5.0,Semi-Furnished
5bdrm Mansion in Wuye Abuja for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),1200000000.0,enterprise,600.0,5.0,6.0,Semi-Furnished
7bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),4000000000.0,enterprise,1700.0,7.0,8.0,Semi-Furnished
7bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1800000000.0,enterprise,1500.0,7.0,8.0,Semi-Furnished
Furnished 4bdrm Duplex in Sars Rd Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,465.0,4.0,4.0,Furnished
4bdrm Duplex in Orazi Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,460.0,4.0,4.0,Semi-Furnished
"Furnished 3bdrm Duplex in Ivory Heights Shell, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,450.0,3.0,3.0,Furnished
"4bdrm Duplex in Gitto Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Golf Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,350.0,4.0,4.0,Furnished
"Furnished 2bdrm Block of Flats in St Michael Estate, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,690.0,2.0,3.0,Furnished
"Furnished 3bdrm Bungalow in Ade Street, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,680.0,3.0,4.0,Furnished
"5bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,220000000.0,enterprise,690.0,5.0,5.0,Semi-Furnished
"Furnished 8bdrm Duplex in Off Stadium Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,650.0,8.0,5.0,Furnished
"4bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,460.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Rumuodomaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,420.0,4.0,4.0,Semi-Furnished
"3bdrm Block of Flats in Chinda Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,560.0,3.0,3.0,Semi-Furnished
"Furnished 4bdrm Duplex in Sars Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,460.0,4.0,4.0,Furnished
"4bdrm Duplex in Ifedi City Gate, Kaura for sale","Abuja (FCT), Kaura",Kaura,Abuja (FCT),550000000.0,enterprise,500.0,4.0,5.0,Unfurnished
"4bdrm Duplex in Tayyib Homes, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),160000000.0,enterprise,280.0,4.0,5.0,Unfurnished
"6bdrm Duplex in Faplins, Dakwo District for sale","Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),550000000.0,enterprise,700.0,6.0,7.0,Unfurnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),350000000.0,enterprise,,5.0,5.0,Unfurnished
7bdrm Duplex in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),2500000000.0,enterprise,2500.0,7.0,5.0,Semi-Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),500000000.0,enterprise,800.0,5.0,5.0,Semi-Furnished
5bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),550000000.0,enterprise,450.0,5.0,6.0,Semi-Furnished
"5bdrm Duplex in Ndamati Off St. John, Wimpy for sale","Port-Harcourt, Wimpy",Wimpy,Port-Harcourt,90000000.0,enterprise,326.0,5.0,5.0,Semi-Furnished
"4bdrm Bungalow in Eneka, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
"Furnished 2bdrm Block of Flats in Akar Rd Off Ada, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,560.0,2.0,3.0,Furnished
"3bdrm Block of Flats in Igg Crescent Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,890.0,3.0,3.0,Semi-Furnished
"Furnished 4bdrm Duplex in Akar Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,465.0,4.0,4.0,Furnished
"Furnished 5bdrm Duplex in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,465.0,5.0,5.0,Furnished
"2bdrm Block of Flats in St. John Off Egbelu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,490.0,2.0,2.0,Semi-Furnished
"5bdrm Duplex in Radio Estate Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,470.0,5.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Nta Rd Axis Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,560.0,4.0,5.0,Furnished
Furnished 4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,350000000.0,enterprise,468.0,4.0,4.0,Furnished
"2bdrm Bungalow in Trademore Extension, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),55000000.0,enterprise,350.0,2.0,3.0,Unfurnished
"3bdrm Apartment in Spinal Apartment, for sale","Abuja (FCT), Kaura",Kaura,Abuja (FCT),140000000.0,enterprise,800.0,3.0,4.0,Unfurnished
"Furnished 5bdrm Duplex in Wuye And Lifecamp, Jabi for sale","Abuja (FCT), Jabi",Jabi,Abuja (FCT),1000000000.0,enterprise,500.0,5.0,5.0,Furnished
4bdrm Duplex in Lokogoma Abuja for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),130000000.0,enterprise,400.0,4.0,5.0,Semi-Furnished
Furnished 6bdrm Duplex in Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),700000000.0,enterprise,550.0,6.0,5.0,Furnished
5bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1000000000.0,enterprise,600.0,5.0,5.0,Semi-Furnished
5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,500000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
"6bdrm Duplex in After 7 Ozuoba Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,468.0,6.0,6.0,Unfurnished
"5bdrm Duplex in Majesty Estates Off, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,150000000.0,enterprise,465.0,5.0,5.0,Unfurnished
"4bdrm Duplex in Amen Street Corner, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,340.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Jack Filling Station, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,498.0,4.0,4.0,Furnished
"2bdrm Block of Flats in Akar Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,680.0,2.0,2.0,Unfurnished
"Furnished 2bdrm Block of Flats in Farm Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,65000000.0,enterprise,460.0,2.0,3.0,Furnished
"Furnished 4bdrm Bungalow in Eneka Rd Rumuduru, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,58000000.0,enterprise,460.0,4.0,4.0,Furnished
2bdrm Block of Flats in Ada George Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,890.0,2.0,3.0,Semi-Furnished
Furnished 4bdrm Duplex in Mercyland Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,560.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Aparalink Off Nta Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,460.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Tombia Extension, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,350000000.0,enterprise,420.0,4.0,4.0,Furnished
"4bdrm Duplex in Sumit Estate, Back, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),190000000.0,enterprise,600.0,4.0,5.0,Unfurnished
6bdrm Duplex in Guzape By Diplomatic for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),2500000000.0,enterprise,2000.0,6.0,7.0,Semi-Furnished
10bdrm Mansion in Asokoro Main for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),5000000000.0,enterprise,1600.0,10.0,5.0,Semi-Furnished
"5bdrm Duplex in Off Sars Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,750.0,5.0,5.0,Semi-Furnished
2bdrm Block of Flats in Gra Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,300000000.0,enterprise,690.0,2.0,2.0,Semi-Furnished
"Furnished 3bdrm Bungalow in Big Treat  Rukpokwu, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,470.0,3.0,4.0,Furnished
"Furnished 5bdrm Duplex in Rumuosi By Rumuekini, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,920.0,5.0,5.0,Furnished
2bdrm Block of Flats in Sars Rd Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,460.0,2.0,3.0,Semi-Furnished
"Furnished 4bdrm Duplex in Rukpokwu Eneka Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,469.0,4.0,4.0,Furnished
"4bdrm Duplex in Majesty Estate Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,468.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Rumuekini Off East, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,50000000.0,enterprise,465.0,4.0,4.0,Unfurnished
"5bdrm Duplex in New Rd Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,465.0,5.0,5.0,Semi-Furnished
"Furnished 3bdrm Bungalow in Igwuruta Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,460.0,3.0,3.0,Furnished
"2bdrm Block of Flats in Naco Gas Plant, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,1380.0,2.0,3.0,Semi-Furnished
"4bdrm Duplex in Gold City, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),160000000.0,enterprise,4500.0,4.0,5.0,Unfurnished
"4bdrm Duplex in Nuga Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),160000000.0,enterprise,350.0,4.0,4.0,Unfurnished
6bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1500000000.0,enterprise,1000.0,6.0,7.0,Semi-Furnished
7bdrm Duplex in Gwarinpa Main for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),800000000.0,enterprise,2500.0,7.0,5.0,Semi-Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),900000000.0,enterprise,1000.0,5.0,5.0,Semi-Furnished
"6bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),400000000.0,enterprise,750.0,6.0,5.0,Unfurnished
"3bdrm Duplex in Olowora, Magodo for sale","Lagos State, Magodo",Magodo,Lagos State,140000000.0,premium,2500.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Agip Estate Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,430.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Omega Estate Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,465.0,4.0,4.0,Furnished
